first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Yannick,Huot,10.1016/j.rse.2013.01.003,45303402,Scopus - Elsevier,journal-article,Remote Sensing of Environment,,,,0034-4257,Elsevier BV,Estimating variability in the quantum yield of Sun-induced chlorophyll fluorescence: A global analysis of oceanic waters,2013,green,,14,"Huot, Y.*Franz, B.A.*Fradette, M."
Yannick,Huot,10.1364/AO.51.005085,5093290,Scopus - Elsevier,journal-article,Applied Optics,,,,1559-128X,The Optical Society,Comparison of optically derived particle size distributions: scattering over the full angular range versus diffraction at near forward angles,2012,green,,21,
Yannick,Huot,10.1364/AO.51.005085,45303399,Scopus - Elsevier,journal-article,Applied Optics,51,21,5085-5099,1559-128X,The Optical Society,Comparison of optically derived particle size distributions: Scattering over the full angular range versus diffraction at near forward angles,2012,green,,21,"Zhang, X.*Gray, D.J.*Huot, Y.*You, Y.*Bi, L."
Yannick,Huot,10.1007/s11120-012-9729-6,5093297,Scopus - Elsevier,journal-article,Photosynthesis Research,51,21,5085-5099,0166-8595,Springer Science and Business Media LLC,Optimization of variable fluorescence measurements of phytoplankton communities with cyanobacteria,2012,green,https://link.springer.com/content/pdf/10.1007%2Fs11120-012-9729-6.pdf,35,
Yannick,Huot,10.1007/s11120-012-9729-6,45303407,Scopus - Elsevier,journal-article,Photosynthesis Research,112,1,13-30,0166-8595,Springer Science and Business Media LLC,Optimization of variable fluorescence measurements of phytoplankton communities with cyanobacteria,2012,green,https://link.springer.com/content/pdf/10.1007%2Fs11120-012-9729-6.pdf,35,"Simis, S.G.H.*Huot, Y.*Babin, M.*Seppälä, J.*Metsamaa, L."
Yannick,Huot,10.1029/2010GB003914,5093304,Scopus - Elsevier,journal-article,Global Biogeochemical Cycles,112,1,13-30,0886-6236,American Geophysical Union (AGU),Spectral model of depth-integrated water column photosynthesis and its inhibition by ultraviolet radiation,2012,green,,20,
Yannick,Huot,10.1029/2010GB003914,45303381,Scopus - Elsevier,journal-article,Global Biogeochemical Cycles,,,,0886-6236,American Geophysical Union (AGU),Spectral model of depth-integrated water column photosynthesis and its inhibition by ultraviolet radiation,2012,green,,20,"Cullen, J.J.*Davis, R.F.*Huot, Y."
Yannick,Huot,10.1029/2009JC005594,5093303,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),Seasonal variability in the light absorption properties of western Arctic waters: Parameterization of the individual components of absorption for ocean color applications,2011,green,,97,
Yannick,Huot,10.1029/2009JC005594,45303400,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),Seasonal variability in the light absorption properties of western Arctic waters: Parameterization of the individual components of absorption for ocean color applications,2011,green,,97,"Matsuoka, A.*Hill, V.*Huot, Y.*Babin, M.*Bricaud, A."
Yannick,Huot,10.4319/lo.2011.56.1.0017,5093293,Scopus - Elsevier,journal-article,Limnology and Oceanography,,,,0024-3590,Wiley,Diel cycles of the particulate beam attenuation coefficient under varying trophic conditions in the northwestern Mediterranean Sea: Observations and modeling,2011,yellow,,27,
Yannick,Huot,10.4319/lo.2011.56.1.0017,45303379,Scopus - Elsevier,journal-article,Limnology and Oceanography,56,1,17-36,0024-3590,Wiley,Diel cycles of the particulate beam attenuation coefficient under varying trophic conditions in the northwestern Mediterranean Sea: Observations and modeling,2011,yellow,,27,"Gernez, P.*Antoine, D.*Huot, Y."
Yannick,Huot,10.1007/978-90-481-9268-7_3,5093298,Scopus - Elsevier,book-chapter,,56,1,17-36,,Springer Netherlands,"Overview of Fluorescence Protocols: Theory, Basic Concepts, and Practice",2010,,,57,
Yannick,Huot,10.1007/978-90-481-9268-7_3,48196317,Scopus - Elsevier,other,,,,,,Springer Netherlands,"Overview of Fluorescence Protocols: Theory, Basic Concepts, and Practice",2010,,,57,Yannick Huot*Marcel Babin
Yannick,Huot,10.5194/bg-5-463-2008,45303409,Scopus - Elsevier,journal-article,Biogeosciences,5,2,463-474,1726-4189,Copernicus GmbH,"Gross community production and metabolic balance in the South Pacific Gyre, using a non intrusive bio-optical method",2008,green,https://www.biogeosciences.net/5/463/2008/bg-5-463-2008.pdf,32,"Claustre, H.*Huot, Y.*Obernosterer, I.*Gentili, B.*Tailliez, D.*Lewis, M."
Yannick,Huot,10.5194/bg-5-495-2008,45303384,Scopus - Elsevier,journal-article,Biogeosciences,5,2,495-507,1726-4189,Copernicus GmbH,Particle optical backscattering along a chlorophyll gradient in the upper layer of the eastern South Pacific Ocean,2008,green,https://www.biogeosciences.net/5/495/2008/bg-5-495-2008.pdf,115,"Huot, Y.*Morel, A.*Twardowski, M.S.*Stramski, D.*Reynolds, R.A."
Yannick,Huot,10.1242/jeb.016345,45303392,Scopus - Elsevier,journal-article,Journal of Experimental Biology,211,10,1579-1586,0022-0949,The Company of Biologists,Photosynthetic response of the Mediterranean zooxanthellate coral Cladocora caespitosa to the natural range of light and temperature,2008,green,https://jeb.biologists.org/content/jexbio/211/10/1579.full.pdf,30,"Rodolfo-Metalpa, R.*Huot, Y.*Ferrier-Pagès, C."
Yannick,Huot,10.4319/lo.2008.53.2.0614,5093301,Scopus - Elsevier,journal-article,Limnology and Oceanography,211,10,1579-1586,0024-3590,Wiley,Relating phytoplankton photophysiological properties to community structure on large scales,2008,yellow,,122,
Yannick,Huot,10.4319/lo.2008.53.2.0614,48196318,Scopus - Elsevier,journal-article,Limnology and Oceanography,53,2,614--630,0024-3590,Wiley,Relating phytoplankton photophysiological properties to community structure on large scales,2008,yellow,,122,Julia Uitz xUitz*Yannick Huot*Flavienne Bruyant*Marcel Babin*HervÉ Claustre
Yannick,Huot,,45303376,Scopus - Elsevier,journal-article,,53,2,614-630,,,Relating phytoplankton photophysiological properties to community structure on large scales,2008,,,,"Uitz, J.*Huot, Y.*Bruyant, F.*Babin, M.*Claustre, H."
Yannick,Huot,10.1016/j.rse.2008.06.008,45303398,Scopus - Elsevier,journal-article,Remote Sensing of Environment,112,12,4186-4203,0034-4257,Elsevier BV,The origin and global distribution of second order variability in satellite ocean color and its potential applications to algorithm development,2008,green,,57,"Brown, C.A.*Huot, Y.*Werdell, P.J.*Gentili, B.*Claustre, H."
Yannick,Huot,10.5589/m07-059,5093289,Scopus - Elsevier,journal-article,Canadian Journal of Remote Sensing,112,12,4186-4203,0703-8992,Informa UK Limited,Bio-optical characteristics of the western Arctic Ocean: implications for ocean color algorithms,2007,white,,92,
Yannick,Huot,10.5589/m07-059,45303380,Scopus - Elsevier,journal-article,Canadian Journal of Remote Sensing,33,6,503-518,0703-8992,Informa UK Limited,Bio-optical characteristics of the western Arctic Ocean: Implications for ocean color algorithms,2007,white,,92,"Matsuoka, A.*Huot, Y.*Shimada, K.*Saitoh, S.-I.*Babin, M."
Yannick,Huot,10.1016/j.rse.2007.03.012,5093294,Scopus - Elsevier,journal-article,Remote Sensing of Environment,33,6,503-518,0034-4257,Elsevier BV,Examining the consistency of products derived from various ocean color sensors in open ocean (Case 1) waters in the perspective of a multi-sensor approach,2007,green,,290,
Yannick,Huot,10.1016/j.rse.2007.03.012,45303390,Scopus - Elsevier,journal-article,Remote Sensing of Environment,111,1,69-88,0034-4257,Elsevier BV,Examining the consistency of products derived from various ocean color sensors in open ocean (Case 1) waters in the perspective of a multi-sensor approach,2007,green,,290,"Morel, A.*Huot, Y.*Gentili, B.*Werdell, P.J.*Hooker, S.B.*Franz, B.A."
Yannick,Huot,10.1029/2006JC003794,5093302,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,111,1,69-88,0148-0227,American Geophysical Union (AGU),"Retrieval of phytoplankton biomass from simultaneous inversion of reflectance, the diffuse attenuation coefficient, and Sun-induced fluorescence in coastal waters",2007,green,,27,
Yannick,Huot,10.1029/2006JC003794,45303397,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),"Retrieval of phytoplankton biomass from simultaneous inversion of reflectance, the diffuse attenuation coefficient, and Sun-induced fluorescence in coastal waters",2007,green,,27,"Huot, Y.*Brown, C.A.*Cullen, J.J."
Yannick,Huot,10.1562/0031-8655(2000)0720062DTDIBA2.0.CO2,5093291,Scopus - Elsevier,journal-article,Photochemistry and Photobiology,,,,0031-8655,American Society for Photobiology,Damage to DNA in Bacterioplankton: A Model of Damage by Ultraviolet Radiation and its Repair as Influenced by Vertical Mixing ¶,2007,yellow,,23,
Yannick,Huot,10.5194/bg-4-837-2007,45303396,Scopus - Elsevier,journal-article,Biogeosciences,4,5,837-852,1726-4189,Copernicus GmbH,Contribution of picoplankton to the total particulate organic carbon concentration in the eastern South Pacific,2007,green,https://www.biogeosciences.net/4/837/2007/bg-4-837-2007.pdf,73,"Grob, C.*Ulloa, O.*Claustre, H.*Huot, Y.*Alarcón, G.*Marie, D."
Yannick,Huot,10.5194/bg-4-1041-2007,45303412,Scopus - Elsevier,journal-article,Biogeosciences,4,6,1041-1058,1726-4189,Copernicus GmbH,"Optical backscattering properties of the ""clearest"" natural waters",2007,green,,78,"Twardowski, M.S.*Claustre, H.*Freeman, S.A.*Stramski, D.*Huot, Y."
Yannick,Huot,10.5194/bg-4-853-2007,45303405,Scopus - Elsevier,journal-article,Biogeosciences,4,5,853-868,1726-4189,Copernicus GmbH,Relationship between photosynthetic parameters and different proxies of phytoplankton biomass in the subtropical ocean,2007,green,https://www.biogeosciences.net/4/853/2007/bg-4-853-2007.pdf,41,"Huot, Y.*Babin, M.*Bruyant, F.*Grob, C.*Twardowski, M.S.*Claustre, H."
Yannick,Huot,10.4319/lom.2005.3.108,5093296,Scopus - Elsevier,journal-article,Limnology and Oceanography Methods,4,5,853-868,1541-5856,Wiley,New algorithms for MODIS sun-induced chlorophyll fluorescence and a comparison with present data products,2005,yellow,,63,
Yannick,Huot,10.4319/lom.2005.3.108,45303378,Scopus - Elsevier,journal-article,Limnology and Oceanography Methods,3,2,108-130,1541-5856,Wiley,New algorithms for MODIS sun-induced chlorophyll fluorescence and a comparison with present data products,2005,yellow,,63,"Huot, Y.*Brown, C.A.*Cullen, J.J."
Yannick,Huot,10.4319/lom.2004.2.262,5093295,Scopus - Elsevier,journal-article,Limnology and Oceanography Methods,3,2,108-130,1541-5856,Wiley,Mapping coastal optical and biogeochemical variability using an Autonomous Underwater Vehicle (AUV) and a new bio-optical inversion algorithm,2004,yellow,,11,
Yannick,Huot,10.4319/lom.2004.2.262,45303401,Scopus - Elsevier,journal-article,Limnology and Oceanography Methods,2,8,262-281,1541-5856,Wiley,Mapping coastal optical and biogeochemical variability using an autonomous underwater vehicle and a new bio-optical inversion algorithm,2004,yellow,,11,"Brown, C.A.*Huot, Y.*Purcell, M.J.*Cullen, J.J.*Lewis, M.R."
