prenom,nom,doi,putcode,type,revue,issn,editeur,titre,annee
Irene,Gregory-Eaves,10.3389/FEVO.2018.00223,59830270,JOURNAL_ARTICLE,Frontiers in Ecology and Evolution,2296-701X,Frontiers Media SA,Long-Term Hydrologic Fluctuations and Dynamics of Primary Producers in a Tropical Crater Lake,2018
Irene,Gregory-Eaves,10.1007/s10933-018-0027-y,51513584,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"Quantifying the effects of hydrological changes on long-term water quality trends in temperate reservoirs: insights from a multi-scale, paleolimnological study",2018
Irene,Gregory-Eaves,10.1007/S10933-018-0027-Y,59830269,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"Quantifying the effects of hydrological changes on long-term water quality trends in temperate reservoirs: insights from a multi-scale, paleolimnological study",2018
Irene,Gregory-Eaves,10.1111/GCB.14299,59830268,JOURNAL_ARTICLE,Global Change Biology,1354-1013,Wiley,"Regional versus local drivers of water quality in the Windermere catchment, Lake District, United Kingdom: The dominant influence of wastewater pollution over the past 200years",2018
Irene,Gregory-Eaves,10.1111/gcb.14299,51513586,JOURNAL_ARTICLE,Global Change Biology,1354-1013,Wiley,"Regional versus local drivers of water quality in the Windermere catchment, Lake District, United Kingdom: The dominant influence of wastewater pollution over the past 200 years",2018
Irene,Gregory-Eaves,10.1007/s10933-018-0052-x,51513594,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Nature,"Reorganization of aquatic communities from low-nutrient lakes in northwestern New Brunswick, Canada",2018
Irene,Gregory-Eaves,10.1002/ecs2.2086,51513632,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Shifts in algal dominance in freshwater experimental ponds across differing levels of macrophytes and nutrients,2018
Irene,Gregory-Eaves,10.1002/ECS2.2086,59830272,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Shifts in algal dominance in freshwater experimental ponds across differing levels of macrophytes and nutrients,2018
Irene,Gregory-Eaves,10.1007/S10533-017-0369-Y,59830262,JOURNAL_ARTICLE,Biogeochemistry,0168-2563,Springer Nature,"Assimilation and nitrification in pelagic waters: insights using dual nitrate stable isotopes (delta N-15, delta O-18) in a shallow lake",2017
Irene,Gregory-Eaves,10.1007/s10533-017-0369-y,51513588,JOURNAL_ARTICLE,Biogeochemistry,0168-2563,Springer Nature,"Assimilation and nitrification in pelagic waters: insights using dual nitrate stable isotopes (δ<sup>15</sup>N, δ<sup>18</sup>O) in a shallow lake",2017
Irene,Gregory-Eaves,10.1139/cjfas-2016-0449,51513585,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Cladoceran diversity dynamics in lakes from a northern mining region: Responses to multiple stressors characterized by alpha and beta diversity,2017
Irene,Gregory-Eaves,10.1139/CJFAS-2016-0449,59830261,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Cladoceran diversity dynamics in lakes from a northern mining region: responses to multiple stressors characterized by alpha and beta diversity,2017
Irene,Gregory-Eaves,10.1007/s10933-017-9958-y,51513615,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Nature,DNA-based methods in paleolimnology: new opportunities for investigating long-term dynamics of lacustrine biodiversity,2017
Irene,Gregory-Eaves,10.1007/S10933-017-9958-Y,59830263,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Nature,DNA-based methods in paleolimnology: new opportunities for investigating long-term dynamics of lacustrine biodiversity,2017
Irene,Gregory-Eaves,10.1111/geb.12640,51513604,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Irene,Gregory-Eaves,10.1111/GEB.12640,59830265,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Irene,Gregory-Eaves,10.3389/FEVO.2017.00146,59830259,JOURNAL_ARTICLE,Frontiers in Ecology and Evolution,2296-701X,Frontiers Media SA,Extrinsic vs. Intrinsic Regimes Shifts in Shallow Lakes: Long-Term Response of Cyanobacterial Blooms to Historical Catchment Phosphorus Loading and Climate Warming,2017
Irene,Gregory-Eaves,10.3389/fevo.2017.00146,51513580,JOURNAL_ARTICLE,Frontiers in Ecology and Evolution,2296-701X,Frontiers Media SA,Extrinsic vs. intrinsic regimes shifts in shallow lakes: Long-term response of cyanobacterial blooms to historical catchment phosphorus loading and climate warming,2017
Irene,Gregory-Eaves,10.1111/geb.12569,51513598,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Irene,Gregory-Eaves,10.1111/GEB.12569,59830271,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Irene,Gregory-Eaves,10.1016/j.scitotenv.2016.10.211,51513600,JOURNAL_ARTICLE,The Science of The Total Environment,0048-9697,Elsevier BV,Reconstructing a long-term record of microcystins from the analysis of lake sediments,2017
Irene,Gregory-Eaves,10.1016/J.SCITOTENV.2016.10.211,59830266,JOURNAL_ARTICLE,The Science of The Total Environment,0048-9697,Elsevier BV,Reconstructing a long-term record of microcystins from the analysis of lake sediments,2017
Irene,Gregory-Eaves,10.1111/oik.03517,51513628,JOURNAL_ARTICLE,Oikos,0030-1299,Wiley,Refuge increases food chain length: modeled impacts of littoral structure in lake food webs,2017
Irene,Gregory-Eaves,10.1111/OIK.03517,59830264,JOURNAL_ARTICLE,Oikos,0030-1299,Wiley,Refuge increases food chain length: modeled impacts of littoral structure in lake food webs,2017
Irene,Gregory-Eaves,10.1002/ecs2.1617,51513591,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Do novel ecosystems follow predictable trajectories? Testing the trophic surge hypothesis in reservoirs using fish,2016
Irene,Gregory-Eaves,10.1002/ECS2.1617,59830255,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Do novel ecosystems follow predictable trajectories? Testing the trophic surge hypothesis in reservoirs using fish,2016
Irene,Gregory-Eaves,10.1002/lob.10147,51513603,JOURNAL_ARTICLE,Limnology and Oceanography Bulletin,1539-607X,Wiley,Lake and Reservoir Management Made a Splash at the 2016 ASLO Summer Meeting,2016
Irene,Gregory-Eaves,10.1073/pnas.1605480113,51513626,JOURNAL_ARTICLE,Proceedings of the National Academy of Sciences,0027-8424,Proceedings of the National Academy of Sciences,Urban point sources of nutrients were the leading cause for the historical spread of hypoxia across European lakes,2016
Irene,Gregory-Eaves,10.1073/PNAS.1605480113,59830256,JOURNAL_ARTICLE,Proceedings of the National Academy of Sciences,0027-8424,Proceedings of the National Academy of Sciences,Urban point sources of nutrients were the leading cause for the historical spread of hypoxia across European lakes,2016
Irene,Gregory-Eaves,,51513723,OTHER,,,,Fish population dynamics and diversity in boreal and temperate reservoirs: A quantitative synthesis,2015
Irene,Gregory-Eaves,10.3389/fevo.2015.00084,51513728,JOURNAL_ARTICLE,Frontiers in Ecology and Evolution,2296-701X,Frontiers Media SA,"Tracking past changes in lake-water phosphorus with a 251-lake calibration dataset in British Columbia: tool development and application in a multiproxy assessment of eutrophication and recovery in Osoyoos Lake, a transboundary lake in Western North America",2015
Irene,Gregory-Eaves,10.1890/es14-00158.1,51513727,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes,2015
Irene,Gregory-Eaves,10.1111/ele.12420,51513595,JOURNAL_ARTICLE,Ecology Letters,1461-023X,Wiley,Acceleration of cyanobacterial dominance in north temperate-subarctic lakes during the Anthropocene,2015
Irene,Gregory-Eaves,10.1111/ELE.12420,59830242,JOURNAL_ARTICLE,Ecology Letters,1461-023X,Wiley,Acceleration of cyanobacterial dominance in north temperate-subarctic lakes during the Anthropocene,2015
Irene,Gregory-Eaves,10.1111/fwb.12478,51513579,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Are the landscape-level drivers of water column and surface sediment diatoms different?,2015
Irene,Gregory-Eaves,10.1111/FWB.12478,59830257,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Are the landscape-level drivers of water column and surface sediment diatoms different?,2015
Irene,Gregory-Eaves,10.1890/ES14-00158.1,51513611,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes http://www.esajournals.org/doi/pdf/10.1890/ES14-00158.1,2015
Irene,Gregory-Eaves,10.1890/ES14-00158.1,59830254,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Macrophyte biomass predicts food chain length in shallow lakes,2015
Irene,Gregory-Eaves,10.14430/ARCTIC4487,59830253,JOURNAL_ARTICLE,ARCTIC,1923-1245,The Arctic Institute of North America,Response of Lacustrine Biota to Late Holocene Climate and Environmental Conditions in Northernmost Ungava (Canada),2015
Irene,Gregory-Eaves,10.14430/arctic4487,51513618,JOURNAL_ARTICLE,ARCTIC,1923-1245,The Arctic Institute of North America,Response of lacustrine biota to late holocene climate and environmental conditions in northernmost ungava (Canada),2015
Irene,Gregory-Eaves,10.1007/s10933-015-9839-1,51513575,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Temporal trends in cyanobacteria revealed through DNA and pigment analyses of temperate lake sediment cores,2015
Irene,Gregory-Eaves,10.1007/S10933-015-9839-1,59830251,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Temporal trends in cyanobacteria revealed through DNA and pigment analyses of temperate lake sediment cores,2015
Irene,Gregory-Eaves,10.4319/lol.2014.igregory-eaves.idomaizon.7,51513729,JOURNAL_ARTICLE,Limnology and Oceanography e-Lectures,2164-0254,Wiley,Analysis of DNA archived in lake sediments,2014
Irene,Gregory-Eaves,10.1139/cjfas-2014-0168,51513610,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Comparing predictive cyanobacterial models from temperate regions,2014
Irene,Gregory-Eaves,10.1139/CJFAS-2014-0168,59830249,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Comparing predictive cyanobacterial models from temperate regions,2014
Irene,Gregory-Eaves,10.1007/S10933-014-9802-6,59830243,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Defining drivers of nitrogen stable isotopes (delta N-15) of surface sediments in temperate lakes,2014
Irene,Gregory-Eaves,10.1007/s10933-014-9802-6,51513635,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Defining drivers of nitrogen stable isotopes (δ<sup>15</sup>N) of surface sediments in temperate lakes,2014
Irene,Gregory-Eaves,10.1080/10402381.2013.865687,51513629,JOURNAL_ARTICLE,Lake and Reservoir Management,1040-2381,Informa UK Limited,Insights for lake management gained when paleolimnological and water column monitoring studies are combined: A case study from Baptiste Lake,2014
Irene,Gregory-Eaves,10.1080/10402381.2013.865687,59830252,JOURNAL_ARTICLE,Lake and Reservoir Management,1040-2381,Informa UK Limited,Insights for lake management gained when paleolimnological and water column monitoring studies are combined: A case study from Baptiste Lake,2014
Irene,Gregory-Eaves,10.1007/s10933-014-9787-1,51513589,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"Proximity to ice fields and lake depth as modulators of paleoclimate records: a regional study from southwest Yukon, Canada",2014
Irene,Gregory-Eaves,10.1007/S10933-014-9787-1,59830248,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"Proximity to ice fields and lake depth as modulators of paleoclimate records: a regional study from southwest Yukon, Canada",2014
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0086561,59830250,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Small Changes in Climate Can Profoundly Alter the Dynamics and Ecosystem Services of Tropical Crater Lakes,2014
Irene,Gregory-Eaves,10.1371/journal.pone.0086561,51513576,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Small changes in climate can profoundly alter the dynamics and ecosystem services of tropical crater lakes,2014
Irene,Gregory-Eaves,10.1371/journal.pone.0057019,51513607,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Body Size Is a Significant Predictor of Congruency in Species Richness Patterns: A Meta-Analysis of Aquatic Studies,2013
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0057019,59830247,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Body Size Is a Significant Predictor of Congruency in Species Richness Patterns: A Meta-Analysis of Aquatic Studies,2013
Irene,Gregory-Eaves,10.1073/pnas.1212858110,51513590,JOURNAL_ARTICLE,Proceedings of the National Academy of Sciences,0027-8424,Proceedings of the National Academy of Sciences,Centennial-scale fluctuations and regional complexity characterize Pacific salmon population dynamics over the past five centuries,2013
Irene,Gregory-Eaves,10.1073/PNAS.1212858110,59830245,JOURNAL_ARTICLE,Proceedings of the National Academy of Sciences,0027-8424,Proceedings of the National Academy of Sciences,Centennial-scale fluctuations and regional complexity characterize Pacific salmon population dynamics over the past five centuries,2013
Irene,Gregory-Eaves,10.1007/s10933-013-9737-3,51513630,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Changes in submerged macrophyte abundance altered diatom and chironomid assemblages in a shallow lake,2013
Irene,Gregory-Eaves,10.1007/S10933-013-9737-3,59830246,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Changes in submerged macrophyte abundance altered diatom and chironomid assemblages in a shallow lake,2013
Irene,Gregory-Eaves,10.4319/lo.2013.58.5.1736,51513582,JOURNAL_ARTICLE,Limnology and Oceanography,0024-3590,Wiley,Nutrients and water temperature are significant predictors of cyanobacterial biomass in a 1147 lakes data set,2013
Irene,Gregory-Eaves,10.4319/LO.2013.58.5.1736,59830244,JOURNAL_ARTICLE,Limnology and Oceanography,0024-3590,Wiley,Nutrients and water temperature are significant predictors of cyanobacterial biomass in a 1147 lakes data set,2013
Irene,Gregory-Eaves,10.1139/f2011-169,51513758,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012
Irene,Gregory-Eaves,10.1111/fwb.12017,51513613,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Declines in littoral species richness across both spatial and temporal nutrient gradients: A palaeolimnological study of two taxonomic groups,2012
Irene,Gregory-Eaves,10.1111/FWB.12017,59830238,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Declines in littoral species richness across both spatial and temporal nutrient gradients: a palaeolimnological study of two taxonomic groups,2012
Irene,Gregory-Eaves,10.1139/F2011-169,51513593,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012
Irene,Gregory-Eaves,10.1139/F2011-169,59830241,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,"Diatom-inferred decline of macrophyte abundance in lakes of southern Quebec, Canada",2012
Irene,Gregory-Eaves,10.1111/gcb.12015,51513621,JOURNAL_ARTICLE,Global Change Biology,1354-1013,Wiley,Predicting cyanobacterial dynamics in the face of global change: The importance of scale and environmental context,2012
Irene,Gregory-Eaves,10.1111/GCB.12015,59830239,JOURNAL_ARTICLE,Global Change Biology,1354-1013,Wiley,Predicting cyanobacterial dynamics in the face of global change: the importance of scale and environmental context,2012
Irene,Gregory-Eaves,10.1007/s10933-012-9581-x,51513614,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Sub-fossil chironomids are significant indicators of turbidity in shallow lakes of northeastern USA,2012
Irene,Gregory-Eaves,10.1007/S10933-012-9581-X,59830240,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Sub-fossil chironomids are significant indicators of turbidity in shallow lakes of northeastern USA,2012
Irene,Gregory-Eaves,10.1126/SCIENCE.1212267,59830228,JOURNAL_ARTICLE,Science,0036-8075,American Association for the Advancement of Science (AAAS),A Coherent Signature of Anthropogenic Nitrogen Deposition to Remote Watersheds of the Northern Hemisphere,2011
Irene,Gregory-Eaves,10.1126/science.1212267,51513624,JOURNAL_ARTICLE,Science,0036-8075,American Association for the Advancement of Science (AAAS),A coherent signature of anthropogenic nitrogen deposition to remote watersheds of the Northern Hemisphere,2011
Irene,Gregory-Eaves,10.1016/j.ecolind.2011.03.024,51513634,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,A comparative analysis of fine versus coarse taxonomic resolution in benthic chironomid community analyses,2011
Irene,Gregory-Eaves,10.1016/J.ECOLIND.2011.03.024,59830237,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,A comparative analysis of fine versus coarse taxonomic resolution in benthic chironomid community analyses,2011
Irene,Gregory-Eaves,10.1080/07438141.2011.629768,51513619,JOURNAL_ARTICLE,Lake and Reservoir Management,1040-2381,Informa UK Limited,Conservation of a transboundary lake: Historical watershed and paleolimnological analyses can inform management strategies,2011
Irene,Gregory-Eaves,10.1080/07438141.2011.629768,59830230,JOURNAL_ARTICLE,Lake and Reservoir Management,1040-2381,Informa UK Limited,Conservation of a transboundary lake: Historical watershed and paleolimnological analyses can inform management strategies,2011
Irene,Gregory-Eaves,10.1127/1863-9135/2011/0179-0051,51513583,JOURNAL_ARTICLE,Fundamental and Applied Limnology / Archiv für Hydrobiologie,1863-9135,Schweizerbart,"Historical seabird population dynamics and their effects on Arctic pond ecosystems: A multi-proxy paleolimnological study from Cape Vera, Devon Island, Arctic Canada",2011
Irene,Gregory-Eaves,10.1127/1863-9135/2011/0179-0051,59830236,JOURNAL_ARTICLE,Fundamental and Applied Limnology / Archiv für Hydrobiologie,1863-9135,Schweizerbart,"Historical seabird population dynamics and their effects on Arctic pond ecosystems: a multi-proxy paleolimnological study from Cape Vera, Devon Island, Arctic Canada",2011
Irene,Gregory-Eaves,10.1371/JOURNAL.PONE.0015913,59830235,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Land-Use Legacies Are Important Determinants of Lake Eutrophication in the Anthropocene,2011
Irene,Gregory-Eaves,10.1371/journal.pone.0015913,51513631,JOURNAL_ARTICLE,PLoS ONE,1932-6203,Public Library of Science (PLoS),Land-use legacies are important determinants of lake eutrophication in the anthropocene,2011
Irene,Gregory-Eaves,10.1111/j.1600-0706.2011.19042.x,51513581,JOURNAL_ARTICLE,Oikos,0030-1299,Wiley,Long-term zooplankton responses to nutrient and consumer subsidies arising from migratory sockeye salmon (Oncorhynchus nerka),2011
Irene,Gregory-Eaves,10.1111/J.1600-0706.2011.19042.X,59830231,JOURNAL_ARTICLE,Oikos,0030-1299,Wiley,Long-term zooplankton responses to nutrient and consumer subsidies arising from migratory sockeye salmon Oncorhynchus nerka,2011
Irene,Gregory-Eaves,10.1111/j.1365-2427.2011.02677.x,51513597,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Palaeolimnological insights for biodiversity science: An emerging field,2011
Irene,Gregory-Eaves,10.1111/J.1365-2427.2011.02677.X,59830232,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Palaeolimnological insights for biodiversity science: an emerging field,2011
Irene,Gregory-Eaves,10.1111/j.1365-2427.2010.02496.x,51513623,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Salmon-derived nutrients drive diatom beta-diversity patterns,2011
Irene,Gregory-Eaves,10.1111/J.1365-2427.2010.02496.X,59830234,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Salmon-derived nutrients drive diatom beta-diversity patterns,2011
Irene,Gregory-Eaves,10.1111/J.1529-8817.2011.01069.X,59830229,JOURNAL_ARTICLE,Journal of Phycology,0022-3646,Wiley,THE INFLUENCE OF SUBMERGED MACROPHYTES ON SEDIMENTARY DIATOM ASSEMBLAGES,2011
Irene,Gregory-Eaves,10.1111/j.1529-8817.2011.01069.x,51513606,JOURNAL_ARTICLE,Journal of Phycology,0022-3646,Wiley,The influence of submerged macrophytes on sedimentary diatom assemblages,2011
Irene,Gregory-Eaves,10.1139/f10-058,51513774,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: an analysis over spatial and temporal scales,2010
Irene,Gregory-Eaves,10.1007/S00027-009-0120-4,59830226,JOURNAL_ARTICLE,Aquatic Sciences,1015-1621,Springer Science and Business Media LLC,Contrasting responses of dimictic and polymictic lakes to environmental change: a spatial and temporal study,2010
Irene,Gregory-Eaves,10.1139/F10-058,51513601,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: An analysis over spatial and temporal scales,2010
Irene,Gregory-Eaves,10.1139/F10-058,59830227,JOURNAL_ARTICLE,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,Canadian Science Publishing,Phosphorus and land-use changes are significant drivers of cladoceran community composition and diversity: an analysis over spatial and temporal scales,2010
Irene,Gregory-Eaves,,51514334,BOOK,,,,"Tracking fish, seabirds, and wildlife population dynamics with diatoms and other limnological indicators",2010
Irene,Gregory-Eaves,,51513571,BOOK,,,,"Tracking fish, seabirds, and wildlife population dynamics with diatoms and other limnological indicators",2010
Irene,Gregory-Eaves,10.1007/s10933-008-9257-8,51513637,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"A 2000 year record of climatic change at Ongoke Lake, southwest Alaska",2009
Irene,Gregory-Eaves,10.1007/S10933-008-9257-8,59830225,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,"A 2000 year record of climatic change at Ongoke Lake, southwest Alaska",2009
Irene,Gregory-Eaves,10.1007/s00027-009-0120-4,51513608,JOURNAL_ARTICLE,Aquatic Sciences,1015-1621,Springer Science and Business Media LLC,Contrasting responses of dimictic and polymictic lakes to environmental change: A spatial and temporal study,2009
Irene,Gregory-Eaves,10.4319/lo.2009.54.5.1733,51513636,JOURNAL_ARTICLE,Limnology and Oceanography,0024-3590,Wiley,"Ecological, landscape, and climatic regulation of sediment geochemistry in North American sockeye salmon nursery lakes: Insights for paleoecological salmon investigations",2009
Irene,Gregory-Eaves,10.4319/LO.2009.54.5.1733,59830221,JOURNAL_ARTICLE,Limnology and Oceanography,0024-3590,Wiley,"Ecological, landscape, and climatic regulation of sediment geochemistry in North American sockeye salmon nursery lakes: Insights for paleoecological salmon investigations",2009
Irene,Gregory-Eaves,10.1016/j.scitotenv.2008.11.028,51513592,JOURNAL_ARTICLE,The Science of The Total Environment,0048-9697,Elsevier BV,Historical analysis of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2009
Irene,Gregory-Eaves,10.1016/J.SCITOTENV.2008.11.028,59830224,JOURNAL_ARTICLE,The Science of The Total Environment,0048-9697,Elsevier BV,Historical analysis of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2009
Irene,Gregory-Eaves,,59830220,JOURNAL_ARTICLE,,,,Long-term Perspectives on Salmon Abundance: Evidence from Lake Sediments and Tree Rings,2009
Irene,Gregory-Eaves,,59830222,JOURNAL_ARTICLE,,,,Tracking Sockeye Salmon Population Dynamics from Lake Sediment Cores: A Review and Synthesis,2009
Irene,Gregory-Eaves,10.1890/06-1420.1,51513587,JOURNAL_ARTICLE,Ecology,0012-9658,Wiley,A 700-year paleoecological record of boreal ecosystem responses to climatic variation from Alaska,2008
Irene,Gregory-Eaves,10.1890/06-1420.1,59830223,JOURNAL_ARTICLE,Ecology,0012-9658,Wiley,A 700-year paleoecological record of boreal ecosystem responses to climatic variation from Alaska,2008
Irene,Gregory-Eaves,10.1007/s10933-008-9212-8,51513596,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Empirical models for describing recent sedimentation rates in lakes distributed across broad spatial scales,2008
Irene,Gregory-Eaves,10.1007/S10933-008-9212-8,59830217,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Empirical models for describing recent sedimentation rates in lakes distributed across broad spatial scales,2008
Irene,Gregory-Eaves,10.1007/s10021-008-9153-0,51513625,JOURNAL_ARTICLE,Ecosystems,1432-9840,Springer Science and Business Media LLC,"Quantifying relationships among phosphorus, agriculture, and lake depth at an inter-regional scale",2008
Irene,Gregory-Eaves,10.1007/S10021-008-9153-0,59830214,JOURNAL_ARTICLE,Ecosystems,1432-9840,Springer Science and Business Media LLC,"Quantifying relationships among phosphorus, agriculture, and lake depth at an inter-regional scale",2008
Irene,Gregory-Eaves,10.1007/s10933-007-9125-y,51513573,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Reconstructing changes in macrophyte cover in lakes across the northeastern United States based on sedimentary diatom assemblages,2008
Irene,Gregory-Eaves,10.1007/S10933-007-9125-Y,59830218,JOURNAL_ARTICLE,Journal of Paleolimnology,0921-2728,Springer Science and Business Media LLC,Reconstructing changes in macrophyte cover in lakes across the northeastern United States based on sedimentary diatom assemblages,2008
Irene,Gregory-Eaves,10.1897/06-402r.1,51513779,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,TRACING SALMON-DERIVED NUTRIENTS AND CONTAMINANTS IN FRESHWATER FOOD WEBS ACROSS A PRONOUNCED SPAWNER DENSITY GRADIENT,2007
Irene,Gregory-Eaves,10.1897/06-402R.1,51513599,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,Tracing salmon-derived nutrients and contaminants in freshwater food webs across a pronounced spawner density gradient,2007
Irene,Gregory-Eaves,10.1897/06-402R.1,59830212,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,Tracing salmon-derived nutrients and contaminants in freshwater food webs across a pronounced spawner density gradient,2007
Irene,Gregory-Eaves,10.1897/04-395r.1,51513793,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,AIR–VEGETATION PARTITIONING OF POLYCHLORINATED BIPHENYLS NEAR A POINT SOURCE,2005
Irene,Gregory-Eaves,10.1897/04-395R.1,51513620,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,Air-vegetation partitioning of polychlorinated biphenyls near a point source,2005
Irene,Gregory-Eaves,10.1897/04-395R.1,59830210,JOURNAL_ARTICLE,Environmental Toxicology and Chemistry,0730-7268,Wiley,Air-vegetation partitioning of polychlorinated biphenyls near a point source,2005
Irene,Gregory-Eaves,10.1021/es050657q,51513602,JOURNAL_ARTICLE,Environmental Science & Technology,0013-936X,American Chemical Society (ACS),Concentrations and fluxes of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2005
Irene,Gregory-Eaves,10.1021/ES050657Q,59830211,JOURNAL_ARTICLE,Environmental Science & Technology,0013-936X,American Chemical Society (ACS),Concentrations and fluxes of salmon-derived polychlorinated biphenyls (PCBs) in lake sediments,2005
